Aasta,Sugu,Elukoht,Vanuserühm,Kokku,Alla 1 aasta,1 aasta,2 aastat,3 aastat,4 aastat,5 aastat,6 aastat,7 aastat,8 aastat,9 aastat,10-14 aastat,15-19 aastat,20 ja enam aastat,Abielu kestus teadmata
2020,Naised,Elukoht väljaspool Eestit,25-29,5,0,1,0,0,2,1,1,0,0,0,0,0,0,0
2020,Naised,Elukoht väljaspool Eestit,30-34,4,0,0,0,0,1,1,0,1,0,0,0,0,0,1
2020,Naised,Elukoht väljaspool Eestit,35-39,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,Naised,Elukoht väljaspool Eestit,40-44,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2020,Naised,Elukoht väljaspool Eestit,45-49,7,0,1,1,0,0,1,0,0,0,0,1,1,1,1
2020,Naised,Elukoht väljaspool Eestit,50-54,5,0,0,0,0,0,0,0,0,0,0,0,1,3,1
2020,Naised,Elukoht väljaspool Eestit,55-59,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2020,Naised,Elukoht väljaspool Eestit,60-64,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0
2020,Naised,Elukoht väljaspool Eestit,65-69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,Naised,Elukoht väljaspool Eestit,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht väljaspool Eestit,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht väljaspool Eestit,Vanus teadmata,9,0,0,0,0,0,1,1,0,0,0,0,0,0,7
2020,Naised,Elukoht Eestis,Vanuserühmad kokku,2514,66,144,171,137,154,141,134,135,102,73,411,275,516,55
2020,Naised,Elukoht Eestis,15-19,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht Eestis,20-24,92,12,24,26,16,7,3,3,0,0,0,0,0,0,1
2020,Naised,Elukoht Eestis,25-29,272,10,38,54,34,47,31,16,15,12,2,7,0,0,6
2020,Naised,Elukoht Eestis,30-34,436,14,35,32,41,39,41,47,43,40,18,73,2,0,11
2020,Naised,Elukoht Eestis,35-39,484,11,22,30,24,33,25,32,33,22,24,157,60,3,8
2020,Naised,Elukoht Eestis,40-44,423,9,9,8,14,15,16,20,20,18,15,106,111,55,7
2020,Naised,Elukoht Eestis,45-49,316,4,11,11,3,5,13,10,16,4,7,39,58,121,14
2020,Naised,Elukoht Eestis,50-54,198,3,4,4,3,7,8,2,4,5,4,14,29,109,2
2020,Naised,Elukoht Eestis,55-59,132,0,0,3,1,1,3,0,4,0,1,6,7,103,3
2020,Naised,Elukoht Eestis,60-64,90,0,1,1,1,0,0,4,0,0,2,5,4,71,1
2020,Naised,Elukoht Eestis,65-69,37,1,0,0,0,0,1,0,0,1,0,2,3,29,0
2020,Naised,Elukoht Eestis,70-74,23,0,0,0,0,0,0,0,0,0,0,2,0,20,1
2020,Naised,Elukoht Eestis,75 ja vanemad,8,0,0,1,0,0,0,0,0,0,0,0,1,5,1
2020,Naised,Elukoht Eestis,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,linnaline ja väikelinnaline asustuspiirkond,Vanuserühmad kokku,1887,59,117,134,109,125,122,101,108,81,58,301,195,337,40
2020,Naised,linnaline ja väikelinnaline asustuspiirkond,15-19,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,linnaline ja väikelinnaline asustuspiirkond,20-24,76,10,18,24,12,6,3,2,0,0,0,0,0,0,1
2020,Naised,linnaline ja väikelinnaline asustuspiirkond,25-29,227,8,35,42,28,37,30,13,13,9,2,5,0,0,5
2020,Naised,linnaline ja väikelinnaline asustuspiirkond,30-34,336,14,29,24,32,32,36,37,31,31,13,48,0,0,9
2020,Naised,linnaline ja väikelinnaline asustuspiirkond,35-39,374,11,16,24,18,29,22,22,30,17,19,117,40,3,6
2020,Naised,linnaline ja väikelinnaline asustuspiirkond,40-44,317,7,6,6,11,12,11,14,14,15,14,81,82,38,6
2020,Naised,linnaline ja väikelinnaline asustuspiirkond,45-49,230,4,8,7,3,3,10,7,14,4,5,30,44,83,8
2020,Naised,linnaline ja väikelinnaline asustuspiirkond,50-54,136,2,4,2,3,6,6,2,2,4,3,10,19,72,1
2020,Naised,linnaline ja väikelinnaline asustuspiirkond,55-59,78,0,0,3,1,0,3,0,4,0,0,3,3,60,1
2020,Naised,linnaline ja väikelinnaline asustuspiirkond,60-64,65,0,1,0,1,0,0,4,0,0,2,4,3,49,1
2020,Naised,linnaline ja väikelinnaline asustuspiirkond,65-69,29,1,0,0,0,0,1,0,0,1,0,2,3,21,0
2020,Naised,linnaline ja väikelinnaline asustuspiirkond,70-74,11,0,0,0,0,0,0,0,0,0,0,1,0,9,1
2020,Naised,linnaline ja väikelinnaline asustuspiirkond,75 ja vanemad,5,0,0,1,0,0,0,0,0,0,0,0,1,2,1
2020,Naised,linnaline ja väikelinnaline asustuspiirkond,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,maaline asustuspiirkond,Vanuserühmad kokku,624,7,27,37,28,29,19,33,27,21,15,110,80,177,14
2020,Naised,maaline asustuspiirkond,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,maaline asustuspiirkond,20-24,16,2,6,2,4,1,0,1,0,0,0,0,0,0,0
2020,Naised,maaline asustuspiirkond,25-29,45,2,3,12,6,10,1,3,2,3,0,2,0,0,1
2020,Naised,maaline asustuspiirkond,30-34,99,0,6,8,9,7,5,10,12,9,5,25,2,0,1
2020,Naised,maaline asustuspiirkond,35-39,110,0,6,6,6,4,3,10,3,5,5,40,20,0,2
2020,Naised,maaline asustuspiirkond,40-44,106,2,3,2,3,3,5,6,6,3,1,25,29,17,1
2020,Naised,maaline asustuspiirkond,45-49,85,0,3,4,0,2,3,3,2,0,2,9,14,37,6
2020,Naised,maaline asustuspiirkond,50-54,62,1,0,2,0,1,2,0,2,1,1,4,10,37,1
2020,Naised,maaline asustuspiirkond,55-59,54,0,0,0,0,1,0,0,0,0,1,3,4,43,2
2020,Naised,maaline asustuspiirkond,60-64,24,0,0,1,0,0,0,0,0,0,0,1,1,21,0
2020,Naised,maaline asustuspiirkond,65-69,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0
2020,Naised,maaline asustuspiirkond,70-74,12,0,0,0,0,0,0,0,0,0,0,1,0,11,0
2020,Naised,maaline asustuspiirkond,75 ja vanemad,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2020,Naised,maaline asustuspiirkond,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,teadmata,Vanuserühmad kokku,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2020,Naised,teadmata,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,teadmata,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,teadmata,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,teadmata,30-34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,Naised,teadmata,35-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,teadmata,40-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,teadmata,45-49,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020,Naised,teadmata,50-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,teadmata,55-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,teadmata,60-64,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020,Naised,teadmata,65-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,teadmata,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,teadmata,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,teadmata,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,Kokku,Vanuserühmad kokku,2554,83,131,191,168,163,132,145,134,126,99,386,279,482,35
2021,Mehed,Kokku,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,Kokku,20-24,30,7,10,7,3,3,0,0,0,0,0,0,0,0,0
2021,Mehed,Kokku,25-29,162,18,24,35,24,23,14,11,6,2,1,0,0,0,4
2021,Mehed,Kokku,30-34,367,16,29,61,44,45,36,32,29,30,13,25,0,0,7
2021,Mehed,Kokku,35-39,479,14,28,31,41,39,29,36,42,41,29,115,30,1,3
2021,Mehed,Kokku,40-44,439,13,15,25,18,23,23,25,26,30,28,107,72,32,2
2021,Mehed,Kokku,45-49,390,6,14,20,14,15,10,21,16,13,14,64,91,88,4
2021,Mehed,Kokku,50-54,274,4,5,3,13,9,11,9,8,2,6,33,49,119,3
2021,Mehed,Kokku,55-59,195,2,2,5,3,5,2,9,3,4,5,24,20,109,2
2021,Mehed,Kokku,60-64,97,1,2,1,5,1,2,1,0,2,1,6,7,66,2
2021,Mehed,Kokku,65-69,59,0,1,0,1,0,3,0,2,0,2,9,4,37,0
2021,Mehed,Kokku,70-74,24,0,0,0,1,0,0,1,0,1,0,1,2,18,0
2021,Mehed,Kokku,75 ja vanemad,19,0,0,2,0,0,0,0,0,0,0,1,4,12,0
2021,Mehed,Kokku,Vanus teadmata,19,2,1,1,1,0,2,0,2,1,0,1,0,0,8
2021,Mehed,Elukoht teadmata,Vanuserühmad kokku,57,2,4,3,3,3,2,2,3,2,1,11,5,4,12
2021,Mehed,Elukoht teadmata,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,Elukoht teadmata,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,Elukoht teadmata,25-29,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2021,Mehed,Elukoht teadmata,30-34,5,0,1,0,1,0,0,2,0,0,0,0,0,0,1
2021,Mehed,Elukoht teadmata,35-39,9,0,1,0,0,0,0,0,0,0,0,5,2,0,1
2021,Mehed,Elukoht teadmata,40-44,4,0,0,0,0,0,0,0,0,0,0,2,1,0,1
2021,Mehed,Elukoht teadmata,45-49,5,0,0,1,0,0,0,0,1,0,1,1,1,0,0
2021,Mehed,Elukoht teadmata,50-54,6,0,0,0,1,2,0,0,0,0,0,1,0,1,1
2021,Mehed,Elukoht teadmata,55-59,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2021,Mehed,Elukoht teadmata,60-64,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2021,Mehed,Elukoht teadmata,65-69,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,Mehed,Elukoht teadmata,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,Elukoht teadmata,75 ja vanemad,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,Mehed,Elukoht teadmata,Vanus teadmata,17,2,1,1,1,0,2,0,2,1,0,1,0,0,8
2021,Mehed,Elukoht väljaspool Eestit,Vanuserühmad kokku,34,0,1,1,2,2,2,1,1,2,3,7,9,3,0
2021,Mehed,Elukoht väljaspool Eestit,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,Elukoht väljaspool Eestit,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,Elukoht väljaspool Eestit,25-29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,Mehed,Elukoht väljaspool Eestit,30-34,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021,Mehed,Elukoht väljaspool Eestit,35-39,8,0,0,0,0,0,1,1,0,1,0,3,2,0,0
2021,Mehed,Elukoht väljaspool Eestit,40-44,6,0,0,1,0,0,0,0,1,1,1,0,2,0,0
2021,Mehed,Elukoht väljaspool Eestit,45-49,7,0,0,0,1,0,0,0,0,0,0,3,3,0,0
2021,Mehed,Elukoht väljaspool Eestit,50-54,4,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2021,Mehed,Elukoht väljaspool Eestit,55-59,4,0,0,0,0,0,0,0,0,0,1,0,1,2,0
2021,Mehed,Elukoht väljaspool Eestit,60-64,,,,,,,,,,,,,,,
2021,Mehed,Elukoht väljaspool Eestit,65-69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,Mehed,Elukoht väljaspool Eestit,70-74,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,Mehed,Elukoht väljaspool Eestit,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,Elukoht väljaspool Eestit,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,Elukoht Eestis,Vanuserühmad kokku,2463,81,126,187,163,158,128,142,130,122,95,368,265,475,23
2021,Mehed,Elukoht Eestis,15-19,,,,,,,,,,,,,,,
2021,Mehed,Elukoht Eestis,20-24,30,7,10,7,3,3,0,0,0,0,0,0,0,0,0
2021,Mehed,Elukoht Eestis,25-29,159,18,24,34,24,21,14,11,6,2,1,0,0,0,4
2021,Mehed,Elukoht Eestis,30-34,360,16,27,61,43,44,36,30,29,30,13,25,0,0,6
2021,Mehed,Elukoht Eestis,35-39,462,14,27,31,41,39,28,35,42,40,29,107,26,1,2
2021,Mehed,Elukoht Eestis,40-44,429,13,15,24,18,23,23,25,25,29,27,105,69,32,1
2021,Mehed,Elukoht Eestis,45-49,378,6,14,19,13,15,10,21,15,13,13,60,87,88,4
2021,Mehed,Elukoht Eestis,50-54,264,4,5,3,11,7,10,9,8,2,5,32,49,117,2
2021,Mehed,Elukoht Eestis,55-59,188,2,1,5,3,5,2,9,3,4,4,23,18,107,2
2021,Mehed,Elukoht Eestis,60-64,95,1,2,1,5,1,2,1,0,1,1,6,7,65,2
2021,Mehed,Elukoht Eestis,65-69,57,0,1,0,1,0,3,0,2,0,2,8,4,36,0
2021,Mehed,Elukoht Eestis,70-74,23,0,0,0,1,0,0,1,0,1,0,1,1,18,0
2021,Mehed,Elukoht Eestis,75 ja vanemad,18,0,0,2,0,0,0,0,0,0,0,1,4,11,0
2021,Mehed,Elukoht Eestis,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,linnaline ja väikelinnaline asustuspiirkond,Vanuserühmad kokku,1758,62,96,150,122,124,103,100,95,92,74,268,174,283,15
2021,Mehed,linnaline ja väikelinnaline asustuspiirkond,15-19,,,,,,,,,,,,,,,
2021,Mehed,linnaline ja väikelinnaline asustuspiirkond,20-24,24,7,9,4,3,1,0,0,0,0,0,0,0,0,0
2021,Mehed,linnaline ja väikelinnaline asustuspiirkond,25-29,121,11,19,28,20,15,12,7,5,1,0,0,0,0,3
2021,Mehed,linnaline ja väikelinnaline asustuspiirkond,30-34,275,12,19,52,32,37,27,21,21,25,6,18,0,0,5
2021,Mehed,linnaline ja väikelinnaline asustuspiirkond,35-39,342,11,20,29,25,29,22,26,33,31,22,77,15,0,2
2021,Mehed,linnaline ja väikelinnaline asustuspiirkond,40-44,325,11,9,14,15,21,19,20,16,21,26,82,48,22,1
2021,Mehed,linnaline ja väikelinnaline asustuspiirkond,45-49,263,6,12,14,12,11,8,15,11,10,11,44,52,56,1
2021,Mehed,linnaline ja väikelinnaline asustuspiirkond,50-54,167,3,4,3,9,4,8,4,5,1,4,23,35,62,2
2021,Mehed,linnaline ja väikelinnaline asustuspiirkond,55-59,108,1,1,3,1,5,2,5,2,2,2,13,12,58,1
2021,Mehed,linnaline ja väikelinnaline asustuspiirkond,60-64,70,0,2,1,4,1,2,1,0,0,1,5,6,47,0
2021,Mehed,linnaline ja väikelinnaline asustuspiirkond,65-69,33,0,1,0,0,0,3,0,2,0,2,5,3,17,0
2021,Mehed,linnaline ja väikelinnaline asustuspiirkond,70-74,19,0,0,0,1,0,0,1,0,1,0,1,1,14,0
2021,Mehed,linnaline ja väikelinnaline asustuspiirkond,75 ja vanemad,11,0,0,2,0,0,0,0,0,0,0,0,2,7,0
2021,Mehed,linnaline ja väikelinnaline asustuspiirkond,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,maaline asustuspiirkond,Vanuserühmad kokku,705,19,30,37,41,34,25,42,35,30,21,100,91,192,8
2021,Mehed,maaline asustuspiirkond,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,maaline asustuspiirkond,20-24,6,0,1,3,0,2,0,0,0,0,0,0,0,0,0
2021,Mehed,maaline asustuspiirkond,25-29,38,7,5,6,4,6,2,4,1,1,1,0,0,0,1
2021,Mehed,maaline asustuspiirkond,30-34,85,4,8,9,11,7,9,9,8,5,7,7,0,0,1
2021,Mehed,maaline asustuspiirkond,35-39,120,3,7,2,16,10,6,9,9,9,7,30,11,1,0
2021,Mehed,maaline asustuspiirkond,40-44,104,2,6,10,3,2,4,5,9,8,1,23,21,10,0
2021,Mehed,maaline asustuspiirkond,45-49,115,0,2,5,1,4,2,6,4,3,2,16,35,32,3
2021,Mehed,maaline asustuspiirkond,50-54,97,1,1,0,2,3,2,5,3,1,1,9,14,55,0
2021,Mehed,maaline asustuspiirkond,55-59,80,1,0,2,2,0,0,4,1,2,2,10,6,49,1
2021,Mehed,maaline asustuspiirkond,60-64,25,1,0,0,1,0,0,0,0,1,0,1,1,18,2
2021,Mehed,maaline asustuspiirkond,65-69,24,0,0,0,1,0,0,0,0,0,0,3,1,19,0
2021,Mehed,maaline asustuspiirkond,70-74,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2021,Mehed,maaline asustuspiirkond,75 ja vanemad,7,0,0,0,0,0,0,0,0,0,0,1,2,4,0
2021,Mehed,maaline asustuspiirkond,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,teadmata,Vanuserühmad kokku,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,teadmata,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,teadmata,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,teadmata,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,teadmata,30-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,teadmata,35-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,teadmata,40-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,teadmata,45-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,teadmata,50-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,teadmata,55-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,teadmata,60-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,teadmata,65-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,teadmata,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,teadmata,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mehed,teadmata,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,Kokku,Vanuserühmad kokku,2554,83,131,191,168,163,132,145,134,126,99,386,279,482,35
2021,Naised,Kokku,15-19,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,Kokku,20-24,85,20,21,19,12,9,2,0,1,0,0,0,0,0,1
2021,Naised,Kokku,25-29,257,14,22,55,39,39,26,25,18,10,2,3,0,0,4
2021,Naised,Kokku,30-34,447,15,35,55,39,42,40,39,43,39,27,68,3,0,2
2021,Naised,Kokku,35-39,523,16,29,21,33,34,35,45,34,40,30,136,61,4,5
2021,Naised,Kokku,40-44,416,6,10,19,18,19,11,14,20,15,19,101,97,62,5
2021,Naised,Kokku,45-49,333,7,4,7,15,14,6,7,10,12,12,43,70,124,2
2021,Naised,Kokku,50-54,205,1,5,8,3,3,7,9,4,2,7,20,28,107,1
2021,Naised,Kokku,55-59,112,1,2,2,3,1,2,3,2,6,0,7,8,74,1
2021,Naised,Kokku,60-64,87,0,1,2,3,1,2,1,0,0,1,3,7,64,2
2021,Naised,Kokku,65-69,40,0,0,0,3,0,1,1,2,0,0,2,2,29,0
2021,Naised,Kokku,70-74,11,0,0,1,0,0,0,0,0,1,0,0,0,9,0
2021,Naised,Kokku,75 ja vanemad,12,0,0,0,0,0,0,1,0,0,0,0,2,9,0
2021,Naised,Kokku,Vanus teadmata,23,1,1,2,0,1,0,0,0,1,1,3,1,0,12
2021,Naised,Elukoht teadmata,Vanuserühmad kokku,41,1,1,4,3,2,1,1,1,3,2,4,4,2,12
2021,Naised,Elukoht teadmata,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,Elukoht teadmata,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,Elukoht teadmata,25-29,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2021,Naised,Elukoht teadmata,30-34,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2021,Naised,Elukoht teadmata,35-39,5,0,0,0,2,0,0,0,0,1,0,0,2,0,0
2021,Naised,Elukoht teadmata,40-44,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2021,Naised,Elukoht teadmata,45-49,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2021,Naised,Elukoht teadmata,50-54,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021,Naised,Elukoht teadmata,55-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,Elukoht teadmata,60-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,Elukoht teadmata,65-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,Elukoht teadmata,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,Elukoht teadmata,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,Elukoht teadmata,Vanus teadmata,23,1,1,2,0,1,0,0,0,1,1,3,1,0,12
2021,Naised,Elukoht väljaspool Eestit,Vanuserühmad kokku,26,0,3,3,2,0,0,3,2,0,2,2,4,5,0
2021,Naised,Elukoht väljaspool Eestit,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,Elukoht väljaspool Eestit,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,Elukoht väljaspool Eestit,25-29,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2021,Naised,Elukoht väljaspool Eestit,30-34,6,0,1,2,0,0,0,1,1,0,1,0,0,0,0
2021,Naised,Elukoht väljaspool Eestit,35-39,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2021,Naised,Elukoht väljaspool Eestit,40-44,5,0,1,0,0,0,0,0,1,0,1,1,1,0,0
2021,Naised,Elukoht väljaspool Eestit,45-49,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2021,Naised,Elukoht väljaspool Eestit,50-54,4,0,0,1,0,0,0,0,0,0,0,0,1,2,0
2021,Naised,Elukoht väljaspool Eestit,55-59,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2021,Naised,Elukoht väljaspool Eestit,60-64,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2021,Naised,Elukoht väljaspool Eestit,65-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,Elukoht väljaspool Eestit,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,Elukoht väljaspool Eestit,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,Elukoht väljaspool Eestit,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,Elukoht Eestis,Vanuserühmad kokku,2487,82,127,184,163,161,131,141,131,123,95,380,271,475,23
2021,Naised,Elukoht Eestis,15-19,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,Elukoht Eestis,20-24,85,20,21,19,12,9,2,0,1,0,0,0,0,0,1
2021,Naised,Elukoht Eestis,25-29,252,14,22,55,38,39,26,23,17,9,2,3,0,0,4
2021,Naised,Elukoht Eestis,30-34,438,15,34,52,39,42,39,38,42,39,26,67,3,0,2
2021,Naised,Elukoht Eestis,35-39,516,16,28,21,31,34,35,45,34,39,30,136,58,4,5
2021,Naised,Elukoht Eestis,40-44,408,6,9,18,18,19,11,14,19,15,17,100,96,61,5
2021,Naised,Elukoht Eestis,45-49,329,7,4,7,14,13,6,7,10,12,12,42,70,123,2
2021,Naised,Elukoht Eestis,50-54,199,1,5,7,3,3,7,8,4,2,7,20,26,105,1
2021,Naised,Elukoht Eestis,55-59,109,1,2,2,3,1,2,3,2,6,0,7,8,71,1
2021,Naised,Elukoht Eestis,60-64,85,0,1,2,2,1,2,1,0,0,1,3,6,64,2
2021,Naised,Elukoht Eestis,65-69,40,0,0,0,3,0,1,1,2,0,0,2,2,29,0
2021,Naised,Elukoht Eestis,70-74,11,0,0,1,0,0,0,0,0,1,0,0,0,9,0
2021,Naised,Elukoht Eestis,75 ja vanemad,12,0,0,0,0,0,0,1,0,0,0,0,2,9,0
2021,Naised,Elukoht Eestis,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,linnaline ja väikelinnaline asustuspiirkond,Vanuserühmad kokku,1891,67,100,156,133,132,105,106,100,98,73,290,197,316,18
2021,Naised,linnaline ja väikelinnaline asustuspiirkond,15-19,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,linnaline ja väikelinnaline asustuspiirkond,20-24,67,13,19,15,10,6,2,0,1,0,0,0,0,0,1
2021,Naised,linnaline ja väikelinnaline asustuspiirkond,25-29,200,13,18,45,28,35,19,16,12,7,1,3,0,0,3
2021,Naised,linnaline ja väikelinnaline asustuspiirkond,30-34,351,12,26,48,33,33,30,27,32,32,20,53,3,0,2
2021,Naised,linnaline ja väikelinnaline asustuspiirkond,35-39,420,15,21,19,26,28,29,36,27,33,25,110,42,4,5
2021,Naised,linnaline ja väikelinnaline asustuspiirkond,40-44,291,5,7,13,15,13,11,11,15,9,14,69,67,39,3
2021,Naised,linnaline ja väikelinnaline asustuspiirkond,45-49,245,6,4,5,11,12,4,5,8,10,7,35,50,86,2
2021,Naised,linnaline ja väikelinnaline asustuspiirkond,50-54,135,0,2,7,2,3,6,6,2,1,5,11,23,66,1
2021,Naised,linnaline ja väikelinnaline asustuspiirkond,55-59,71,1,1,1,3,1,2,2,1,5,0,5,5,43,1
2021,Naised,linnaline ja väikelinnaline asustuspiirkond,60-64,58,0,1,2,2,1,1,1,0,0,1,2,5,42,0
2021,Naised,linnaline ja väikelinnaline asustuspiirkond,65-69,32,0,0,0,3,0,1,1,2,0,0,2,1,22,0
2021,Naised,linnaline ja väikelinnaline asustuspiirkond,70-74,11,0,0,1,0,0,0,0,0,1,0,0,0,9,0
2021,Naised,linnaline ja väikelinnaline asustuspiirkond,75 ja vanemad,7,0,0,0,0,0,0,1,0,0,0,0,1,5,0
2021,Naised,linnaline ja väikelinnaline asustuspiirkond,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,maaline asustuspiirkond,Vanuserühmad kokku,596,15,27,28,30,29,26,35,31,25,22,90,74,159,5
2021,Naised,maaline asustuspiirkond,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
